"Authors"	"Title"	"Year"	"AKeywords"	"Source.title"	"DOI"	"Document.Type"	"Link"	"Coder"
"WIGGINS KG"	"The European Fibres Group (EFG) 1993-2002: \"Understanding and improving the evidential value of fibres\""	2003	"Colour; European Fibres Group; Evidential value; Fibre; Interpretation; Research and development"	"Analytical and Bioanalytical Chemistry"	"10.1007/s00216-003-1997-8"	"Review"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-9744235683&doi=10.1007%2fs00216-003-1997-8&partnerID=40&md5=4228edb04f70325950a5df396ea38c56"	2004
NA	NA	2001	NA	"Proceedings of the 9th European Fibres Group meeting, Vantaa, Finland, 2001"	NA	"Proceedings papers"	NA	2004
NA	NA	2002	NA	"Proceedings of the 10th European Fibres Group meeting, Rosny-sous-bois, France, 2002"	NA	"Proceedings papers"	NA	2004
NA	NA	2003	NA	"Proceedings of the 11th European Fibres Group meeting, Istanbul, Turkey, 2003."	NA	"Proceedings papers"	NA	2004
NA	NA	2001	NA	"European Fibres Group. Manual of Best Practice for the Forensic Examination of Fibres. 2001"	NA	"Manual"	NA	2004
NA	"Scientific Working Group for Materials Analysis (SWGMAT)"	1999	NA	"Forensic Fiber Examination Guidelines. Forensic Science Communications"	NA	"Manual"	NA	2004
NA	"Scientific Working Group for Materials Analysis (SWGMAT)"	2004	NA	"A Forensic Fiber Examiner Training Program"	NA	"Manual"	NA	2004
"WIGGINS KG"	"Forensic textile fiber examination across the USA and Europe"	2001	"EFG; Equipment; Fiber; Forensic science; Laboratories; Methodology; Surveys; SWGMAT"	"Journal of Forensic Sciences"	NA	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034762849&partnerID=40&md5=266ab54e14aafc53fe96f637b5e20223"	2004
"GRIEVE MC; WIGGINS KG"	"Fibers under fire: Suggestions for improving their use to provide forensic evidence"	2001	"Comparison; Criminalistics; Evidential value; Examination; Fiber frequency; Fibers; Forensic science; Fourier Transform Infrared-microscopy microspectrophotometry; Sampling"	"Journal of Forensic Sciences"	NA	"Conference Material"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034961302&partnerID=40&md5=5514f4088eb90b6ff16e21f81d5f5d4f"	2004
"GRIEVE MC"	"The changing face of fibre examinations in forensic science"	2002	"Development; Fibres examination"	"Z Zagadnien Nauk Sadowych"	NA	"Conference Material"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038335996&partnerID=40&md5=f8a2e7848a54831f91c2c73263d5e47b"	2004
"BIERMANN TW; GRIEVE MC"	"Die Zukunft der forensischen Faseranalyse"	2001	"Traces containing DNA – versus fibre traces; fibre analysis; forensic"	"Kriminalistik"	NA	NA	NA	2004
"ROUX C; HUTTUNEN J; RAMPLING K; ROBERTSON J"	"Factors affecting the potential for fibre contamination in purpose-designed forensic search rooms"	2001	"Contamination; Criminalistics; Fibres; Forensic science; Protocols; Recovery; Scraping; Search rooms; Taping"	"Science and Justice - Journal of the Forensic Science Society"	"10.1016/S1355-0306(01)71878-3"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034886621&doi=10.1016%2fS1355-0306%2801%2971878-3&partnerID=40&md5=45f2a4006efe522160d8c3d5df1c8771"	2004
"CAUSIN V; SCHIAVONE S; MARIGO A; CARRESI P"	"Bayesian framework for the evaluation of fiber evidence in a double murder - A case report"	2004	"Bayesian interpretation; Fibers; Forensic science; Likelihood Ratio"	"Forensic Science International"	"10.1016/j.forsciint.2004.01.009"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842562919&doi=10.1016%2fj.forsciint.2004.01.009&partnerID=40&md5=5eb8f618f7386d818a1ae57ee2eacab1"	2004
"COYLE T; LARKIN A; SMITH K; MAYO S; CHAN A; HUNT N"	"Fibre mapping - A case study"	2004	"Advocate; Computer presentation; Criminalistics; Distribution; Fibres; First derivative; Fluorescence; Forensic science; Jury pack; Mapping; One-to-one taping; Pathology"	"Science and Justice - Journal of the Forensic Science Society"	"10.1016/S1355-0306(04)71713-X"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142753009&doi=10.1016%2fS1355-0306%2804%2971713-X&partnerID=40&md5=a229ecc5808768c59c1beaa4562fc647"	2004
"LANGDON S; MAYNARD P; ROBERTSON J; ROUX C"	"An evaluation of the Maxcan fibre finder version 3.3 on cotton fibres"	2003	"Fibre finder system; Maxcan system; Tape lifts; Trace evidence"	"Forensic Science International"	"10.1016/S0379-0738(03)00180-4"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041529990&doi=10.1016%2fS0379-0738%2803%2900180-4&partnerID=40&md5=d5961b33d7a161e380ff26ebd8a5aff4"	2004
"KOLAR P"	"Lucia Fibre Finder with Spectrophotometer - Is It Reasonable?"	2003	"Fibres; Fibre Finder; Spectrophotometer"	"Forensic Science International"	NA	"Proceedings papers"	NA	2004
"MILLER JV; BARTICK EG"	"Forensic analysis of single fibers by Raman spectroscopy"	2001	"Fibers; Forensic analysis; Raman microprobe; Raman microscopical analysis; Raman microspectroscopy; Raman spectroscopy"	"Applied Spectroscopy"	"10.1366/0003702011954099"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035697613&doi=10.1366%2f0003702011954099&partnerID=40&md5=80d0c627c119388201d9ea6d23fbb29d"	2004
"JOCHEM G; LEHNERT RJ"	"On the potential of Raman microscopy for the forensic analysis of coloured textile fibres"	2002	"Forensic science; Infrared; Microspectroscopy; Pigments; Raman; Textile fibres"	"Science and Justice - Journal of the Forensic Science Society"	"10.1016/S1355-0306(02)71831-5"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036826548&doi=10.1016%2fS1355-0306%2802%2971831-5&partnerID=40&md5=80e62ba0337907f3713321e1af00d526"	2004
"THOMAS J; BUZZINI P; MASSONNET; G; ROUX C; REEDY; B"	"A Further Look at Raman Spectroscopy for the Forensic Examination of Fibres"	2003	"Fiber; Raman; Cotton"	"Forensic Science International"	NA	"Proceedings papers"	NA	2004
"MACDONALD AM; WYETH P; ROGERSON C"	"Raman Spectroscopy Interrogating Historic Painted Textiles"	2003	"Raman spectroscopy; archaeology; textiles; pigments; conservation"	"Microscopy and Analysis"	NA	"Magazine"	NA	2004
"MASSONNET G; BUZZINI P; JOCHEM G; STAUBER M; COYLE T; ROUX C; THOMAS J; LEIJENHORST H; VAN ZANTEN Z; WIGGINS K; RUSSELL C; CHABLI S; ROSENGARTEN A"	"Evaluation of Raman spectroscopy for the analysis of colored fibers: A collaborative study"	2005	"Acrylic; Comparison study; Dye identification; Dyes; Fibers; Forensic science; Laser wavelength; Raman spectroscopy; SERRS; Wool"	"Journal of Forensic Sciences"	NA	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644497560&partnerID=40&md5=846384086d878aaf8747857e5691532a"	2004
"THOMAS J; DOBLE P; ROUX C; ROBERTSON J"	"Chemometrics and Raman Spectral Data from Dyed Cotton Fibres"	2004	NA	"Proceedings of the 17th International Symposium on the Forensic Sciences (Australian & New Zealand Forensic Science Society Symposium), Wellington, 2004"	NA	"Proceedings papers"	NA	2004
"GRIEVE MC; BIERMANN TW; DAVIGNON M"	"The evidential value of black cotton fibres"	2001	"(Black) dyes; Cotton; Dichroism; Fibres; Forensic science; Microspectrophotometry; Spectral frequency"	"Science and Justice - Journal of the Forensic Science Society"	"10.1016/S1355-0306(01)71908-9"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035653170&doi=10.1016%2fS1355-0306%2801%2971908-9&partnerID=40&md5=4f2594758b9aa37719042a4a3d680b34"	2004
"GRIEVE MC; BIERMANN T; DAVIGNON M"	"The occurrence and individuality of orange and green cotton fibres"	2003	"Criminalistics; Fibres; Forensic science"	"Science and Justice - Journal of the Forensic Science Society"	"10.1016/S1355-0306(03)71736-5"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042360277&doi=10.1016%2fS1355-0306%2803%2971736-5&partnerID=40&md5=3827eff788eea24d380d8804d7f352dc"	2004
"SUZUKI S; SUZUKI Y; OHTA H; SUGITA R; MARUMO Y"	"Microspectrophotometric discrimination of single fibres dyed by indigo and its derivatives using ultraviolet-visible transmittance spectra"	2001	"Criminalistics; Dye; Fibre; Forensic science; Indigo; Microspectrophotometry"	"Science and Justice - Journal of the Forensic Science Society"	"10.1016/S1355-0306(01)71861-8"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034992103&doi=10.1016%2fS1355-0306%2801%2971861-8&partnerID=40&md5=e15cb62bfe15bc9fd74e0b3f3cdfeae3"	2004
"PAYNE G; REEDY B; LENNARD C; EXLINE D; ROUX C"	"Evaluation of the CI Trace for Fibre Analysis."	2004	NA	"Proceedings of the 17th International Symposium on the Forensic Sciences (Australian & New Zealand Forensic Science Society Symposium), Wellington, 2004"	NA	"Proceedings papers"	NA	2004
"TUINMAN AA; LEWIS LA; LEWIS SR SA"	"Trace-fiber color discrimination by electrospray ionization mass spectrometry: A tool for the analysis of dyes extracted from submillimeter nylon fibers"	2003	NA	"Analytical Chemistry"	"10.1021/ac020618m"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038616149&doi=10.1021%2fac020618m&partnerID=40&md5=cb760aca6eeddbb3b15143ea6e2678af"	2004
"HUANG M; YINON J; SIGMAN ME"	"Forensic Identification of Dyes Extracted from Textile Fibers by Liquid Chromatography Mass Spectrometry (LC-MS)"	2004	"Forensic science; LC-MS; Textile dye; Trace analysis"	"Journal of Forensic Sciences"	NA	"Conference Material"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542317080&partnerID=40&md5=c04b01689e4d5a22fe896cffb89dec0e"	2004
"CHO L; REFFNER JA; GATEWOOD BM; WETZEL DL"	"Single fiber analysis by internal reflection infrared microspectroscopy"	2001	"ATR single fiber spectroscopy; Forensic science; Infrared microspectroscopy FT-IR; Internal reflection spectroscopy; IRS; Nondestructive fiber analysis; Surface analysis"	"Journal of Forensic Sciences"	NA	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034764357&partnerID=40&md5=ff78c399024d515490ef6af98dca29a3"	2004
"CANTRELL S; ROUX C; MAYNARD P; ROBERTSON J"	"A textile fibre survey as an aid to the interpretation of fibre evidence in the Sydney region"	2001	"Evidential value; Fibres; Frequency; Population; Survey"	"Forensic Science International"	"10.1016/S0379-0738(01)00520-5"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035891454&doi=10.1016%2fS0379-0738%2801%2900520-5&partnerID=40&md5=e22c98689880a6c32fe738cab3379bb2"	2004
"CRESSWELL SL; CUNNINGHAM D; NIC DAEID N"	"Textile Fibre Survey of Cinema Seats in Glasgow"	2003	"Fibres; Survey; Glasgow"	"Forensic Science International"	NA	"Proceedings papers"	NA	2004
"DIGNAN SJ; MURPHY KJ"	"Fibre evidence from fingernail clippings"	2002	NA	"Journal of the Canadian Society of Forensic Science"	"10.1080/00085030.2002.10757533"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036281866&doi=10.1080%2f00085030.2002.10757533&partnerID=40&md5=9babd3e12f11254ac071a084bbf802ce"	2004
"PALMER R; OLIVER S"	"The population of coloured fibres in human head hair"	2004	"Criminalistics; Fibres; Forensic science; Head hair; Population study; Recovery; Taping; Target fibre study"	"Science and Justice - Journal of the Forensic Science Society"	"10.1016/S1355-0306(04)71693-7"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1942536691&doi=10.1016%2fS1355-0306%2804%2971693-7&partnerID=40&md5=1042aa2539f4469603c0c83a797e8ced"	2004
"WATT R; ROUX C; ROBERTSON J"	"The Population of Coloured Textile Fibres in Domestic Washing Machines."	2004	NA	"Proceedings of the 17th International Symposium on the Forensic Sciences (Australian & New Zealand Forensic Science Society Symposium), Wellington, 2004"	NA	"Proceedings papers"	NA	2004
"WIGGINS K; DRUMMOND P; CHAMPOD TH"	"A study in relation to the random distribution of four fibre types on clothing (incorporating a review of previous target fibre studies)"	2004	"Automatic fibre finder; Clothing; Evidential value; Fibres; Forensic science; Target fibre studies"	"Science and Justice - Journal of the Forensic Science Society"	"10.1016/S1355-0306(04)71706-2"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142735357&doi=10.1016%2fS1355-0306%2804%2971706-2&partnerID=40&md5=9adb279f4eedd9faa1e45d79f180bd8e"	2004
"WIGGINS K; DRUMMOND P; HICKS-CHAMPOD T"	"A Study in Relation to the Random Distribution of Four Fibre Types on Clothing"	2003	"Fibre; Targets; Analytical"	"Forensic Science International"	NA	"Proceedings papers"	NA	2004
"HOUCK MM"	"Inter-comparison of unrelated fiber evidence"	2003	"Fibers; Significance; Trace evidence"	"Forensic Science International"	"10.1016/S0379-0738(03)00195-6"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042031221&doi=10.1016%2fS0379-0738%2803%2900195-6&partnerID=40&md5=226ae0f5b87d48486540c1e5e4bd25ac"	2004
"GRIEVE MC; BIERMANN TW"	"The Individuality of Blue Polyester Fibers Used to Provide Forensic Evidence"	2003	"PES-Fibres; Fibre Dyes; Frequencies"	"Forensic Science International"	NA	"Proceedings papers"	NA	2004
"MERCIANI P; MONARD SERMIER F; BUZZINI P; MASSONNET G; TARONI F"	"A Study of the Cross Transfer of Fibers"	2003	"Cross transfer; Fibers; Bayesian framework"	"Forensic Science International"	NA	"Proceedings papers"	NA	2004
"MARSHALL L; GRIFFIN RME; ROBINSON (KIRKWOOD) K"	"Recovery of Transferred Carpet Fibres from Shoes, Their Persistence on the Outer Surfaces and the Value of Fibres Recovered from the Inner Surfaces of the Shoes"	2004	"Fibres; Shoes; Persistence"	"Forensic Science International"	NA	"Proceedings papers"	NA	2004
"AKULOVA V; VASILIAUSKIENÉ D; TALALIENÉ D"	"Further insights into the persistence of transferred fibres on outdoor clothes"	2002	"Criminalistics; Fibre transfer; Fibres; Forensic science; Outdoor clothes; Persistence"	"Science and Justice - Journal of the Forensic Science Society"	"10.1016/S1355-0306(02)71821-2"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036663187&doi=10.1016%2fS1355-0306%2802%2971821-2&partnerID=40&md5=bab17047bb8ad4a655f8e2fadd2f980b"	2004
"WATT R; ROUX C; ROBERTSON J"	"The Influence of Front-Loading and Top-Loading Washing Machines on the Persistence, Redistribution and Secondary Transfer of Textile Fibres during Laundering."	2004	NA	"Proceedings of the 17th International Symposium on the Forensic Sciences (Australian & New Zealand Forensic Science Society Symposium), Wellington, 2004"	NA	"Proceedings papers"	NA	2004
"ROUX C; FAVALORO K; DOBLE P; ROBERTSON J; LENNARD C"	"Implications of Environmental Impact for the Forensic Examination of Textile Fabrics and Fibres."	2002	NA	"Proceedings of the 16th Meeting of the International Association of Forensic Sciences, 38, Montpellier, 2002"	NA	"Proceedings papers"	NA	2004
"THOMAS J; ROUX C; REEDY B; ROBERTSON J"	"Raman Spectroscopy of Environmentally Degraded Fibre Samples"	2003	"Fiber; Raman; Degradation"	"Forensic Science International"	NA	"Proceedings papers"	NA	2004
"WAS-GUBALA J; KRAUSS W"	"The Degradation of Coloured Textiles by the Action of Fire and High Temperature."	2003	"Fibres; Textiles; Thermal Degradation"	"Forensic Science International"	NA	"Proceedings papers"	NA	2004
"WA?S-GUBA?A J; KRAUß W"	"Damage caused to fibres by vapour cloud explosions"	2004	"Damage; Fibre; SEM; Textile; Vapour cloud explosion"	"Forensic Science International"	"10.1016/j.forsciint.2003.08.002"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-18344411353&doi=10.1016%2fj.forsciint.2003.08.002&partnerID=40&md5=b33acbefd3cbdf3a40f0f7a60474140b"	2004
"ALMER J"	"Textile Damage I – A Case of Distorted Waistband, Natural Wear or Sudden Force?"	2001	NA	"Abstracts from the 48th Annual Meeting of the Canadian Society of Forensic Science, Toronto, 2001"	NA	"Proceedings papers"	NA	2004
"ALMER J"	"Textile Damage II – Cigarette Burns. Abstracts from the 48th Annual Meeting of the Canadian Society of Forensic Science, Toronto, 2001."	2001	NA	"Abstracts from the 48th Annual Meeting of the Canadian Society of Forensic Science, Toronto, 2002"	NA	"Proceedings papers"	NA	2004
"NEHSE K"	"Coloured Textiles – What Makes the Difference? Differences in Colour and Shade Through Various Influences During Production and Wear"	2003	"Fibre Investigations; Wear Value; Colour; Shade"	"Forensic Science International"	NA	"Proceedings papers"	NA	2004
NA	"Textile Technology Catalogue"	NA	NA	"Woodhead Publishing Ltd."	NA	"Catalogue"	NA	2004
NA	"International Textile Bulletin"	NA	NA	"International Textile Service"	NA	"Journal"	NA	2004
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.enfsi.org/cms.php?cp=efg"	2004
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.eurotexx.com/"	2004
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.fashion-links.de/"	2004
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.fashionseek.net/"	2004
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.ita.rwth-aachen.de/"	2004
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.techexchange.com/"	2004
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.texdata.com/"	2004
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.texi.org/"	2004
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.textile.fr/"	2004
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.textileweb.com/"	2004
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.textileworld.it/"	2004
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.textilexpert.com/"	2004
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.textilserver.de/"	2004
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.texweb.de/"	2004
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.ivc-ev.de/HTDOCS/index.html"	2004
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.trevira.de"	2004
"FUNG W"	"Coated and Laminated Textiles"	2001	NA	"Woodhead Publishing Ltd."	NA	"Book"	NA	2004
"TAO X"	"Smart Fibres, Fabrics and Clothing"	2001	NA	"Woodhead Publishing Ltd."	NA	"Book"	NA	2004
"SIMPSON WS; CRAMSHAW GH"	NA	2002	NA	"Woodhead Publishing Ltd."	NA	"Book"	NA	2004
"MORLEY J"	"Comparison of Clothing to Video Images"	2003	"CCTV; Video; Clothing Comparison; Clothing Dataset"	"Forensic Science International"	NA	"Proceedings papers"	NA	2004
"NEHSE K; WENDT C"	"Wie individuell sind Textilien"	2002	"Kriminaltechnik – Textiluntersuchung; Textiluntersuchung – Vergleich von Bildmaterial und Textilien"	"Kriminalistik"	NA	NA	NA	2004
"TANISLAV E; TANISLAV JR E"	"Forensic interpretation of knots and ties used to restrain hands and legs of the victim"	2001	"Homicide; Knots; Suicide; Ties"	"Z Zagadnien Nauk Sadowych"	NA	"Conference Material"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035715140&partnerID=40&md5=158124e1298e4d372f57fa4d8bfb3200"	2004
"HOPKINS R"	"Bowstrings – Part I. Some History and Crossbow Strings"	2002	NA	"Knotting Matters"	NA	"Magazine"	NA	2004
"FIDSPIKE J"	"Webbing Knots – Part 1"	2003	NA	"Knotting Matters"	NA	"Magazine"	NA	2004
"FIDSPIKE J"	"Webbing Knots – Part 2"	2003	NA	"Knotting Matters"	NA	"Magazine"	NA	2004
"PAWSON D"	"Some Notes on the Rogue’s Yard"	2003	NA	"Knotting Matters"	NA	"Magazine"	NA	2004
"MATESANZ ARRIBAS AJ; ATOCHE GARCIA C"	"Two Singular Cases"	2003	"Bungy Accident; Cords; Marks; Hashish; Knife"	"Forensic Science International"	NA	"Proceedings papers"	NA	2004
NA	"Proceedings of the 12th European Fibres Group meeting, Prague, Czech Republic, 2004"	2004	NA	NA	NA	"Proceedings papers"	NA	2007
NA	"Proceedings of the 13th European Fibres Group meeting, Bled, Slovenia, 2005"	2005	NA	NA	NA	"Proceedings papers"	NA	2007
NA	"Proceedings of the 14th European Fibres Group meeting, Rome, Italy, 2006"	2006	NA	NA	NA	"Proceedings papers"	NA	2007
NA	"Proceedings of the 17th International Association of Forensic Sciences, Hong Kong, China, 2005"	2005	NA	NA	NA	"Proceedings papers"	NA	2007
"WA?S-GUBA?A J"	"Comparative population studies of fibres secured in Poland, Czech Republic and Germany [Porównawcze badania populacyjne w?ókien zabezpieczonych w Polsce, Republice Czeskiej i Niemczech]"	2004	"Classification; Fibre; Population research"	"Z Zagadnien Nauk Sadowych"	NA	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33244498160&partnerID=40&md5=a5c039894518ef4b770eeabd4e6a863b"	2007
"LUNT J"	"Ingeo PLA fibres: Chemistry, manufacture and application"	2004	NA	"Textiles Magazine"	NA	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-24344469715&partnerID=40&md5=fca27f5dece4df6cc0e18e0058d15767"	2007
"WATT R; ROUX C; ROBERTSON J"	"The population of coloured textile fibres in domestic washing machines"	2005	"Fibres; Forensic science; Population survey; Washing machines"	"Science and Justice - Journal of the Forensic Science Society"	"10.1016/S1355-0306(05)71632-4"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-22644432762&doi=10.1016%2fS1355-0306%2805%2971632-4&partnerID=40&md5=7e4e49483c511a716457ee9363acbfea"	2007
"GRIEVE MC; BIERMANN TW; SCHAUB K"	"The individuality of fibres used to provide forensic evidence - Not all blue polyesters are the same"	2005	"Blocks of colour; Fibres; Forensic science; Frequency; Individualization; Polyester"	"Science and Justice - Journal of the Forensic Science Society"	"10.1016/S1355-0306(05)71616-6"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-14644395482&doi=10.1016%2fS1355-0306%2805%2971616-6&partnerID=40&md5=7c469cbefcd249b00b529b5e58df94db"	2007
"WIGGINS K; DRUMMOND P"	"The analysis and comparison of blue wool fibre populations found at random on clothing"	2005	"Blue wool fibres; Populations; Spectral comparison"	"Science and Justice - Journal of the Forensic Science Society"	"10.1016/S1355-0306(05)71650-6"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31344438122&doi=10.1016%2fS1355-0306%2805%2971650-6&partnerID=40&md5=2471296e7056febc6266e80b609ec17c"	2007
"PALMER R; BANKS M"	"The secondary transfer of fibres from head hair"	2005	"Fibres; Head hair; Masks; Persistence; Pillowcases; Secondary transfer; Terrorism"	"Science and Justice - Journal of the Forensic Science Society"	"10.1016/S1355-0306(05)71645-2"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31344456689&doi=10.1016%2fS1355-0306%2805%2971645-2&partnerID=40&md5=370e93662472d6e8eafaed500acad9d1"	2007
"GREAVES P; RAINSFORD FEB"	"Camelid fibres - Compared & contrasted"	2005	NA	"Textiles Magazine"	NA	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-29944439411&partnerID=40&md5=43033b9d91c7be3a1b0c4a5e87085228"	2007
"WIGGINS KG; HOLNESS J-A; MARCH BM"	"The importance of thin layer chromatography and UV microspectrophotometry in the analysis of reactive dyes released from wool and cotton fibers"	2005	"Comparison microscopy; Cotton; Criminalistics; Forensic science; Reactive dyes; Thin layer chromatography; UV microspectrophotometry; Visible light microspectrophotometry; Wool"	"Journal of Forensic Sciences"	NA	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-14844363117&partnerID=40&md5=4e0c6a1eeb94893ae5b919db268d3554"	2007
"WIGGINS K; HOLNESS J-A"	"A further study of dye batch variation in textile and carpet fibres"	2005	"Comparison microscopy; Dye batch variation; Fibre; Forensic science; Thin layer chromatography; UV microspectrophotometry; Visible light microspectrophotometry"	"Science and Justice - Journal of the Forensic Science Society"	"10.1016/S1355-0306(05)71634-8"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-22644443666&doi=10.1016%2fS1355-0306%2805%2971634-8&partnerID=40&md5=f3a3ece2d69ef593208ab5952151e32c"	2007
"CAUSIN V; MAREGA C; GUZZINI G; MARIGO A"	"The Effect of Exposure to the Elements on the Forensic Characterization by Infrared Spectroscopy of Poly(ethylene terephthalate) Fibers"	2005	"forensic science; fiber analysis; contact traces; polyethylene terephthalate; Fourier transform infrared spectroscopy"	"Journal of Forensic Sciences"	NA	"Article"	NA	2007
"CAUSIN V; MAREGA C; SCHIAVONE S; MARIGO A"	"A quantitative differentiation method for acrylic fibers by infrared spectroscopy"	2005	"Acrylics; Copolymers; Crystallinity; Fibers; Forensic science; Infrared spectroscopy; Polyacrylonitrile; X-ray diffraction"	"Forensic Science International"	"10.1016/j.forsciint.2005.02.004"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-20444419069&doi=10.1016%2fj.forsciint.2005.02.004&partnerID=40&md5=f5427aa2582a4bc3f4fb63537570b126"	2007
"GROVER E; SHARMA A; RAWAT B; PAUL S; JAHAN S"	"Dyeing of silk with natural dyes"	2005	NA	"International Dyer"	NA	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744499724&partnerID=40&md5=f079d2d783943d3d0745beb6ba2fad5f"	2007
"HUANG M; RUSSO R; FOOKES BG; SIGMAN ME"	"Analysis of fiber dyes by liquid chromatography mass spectrometry (LC-MS) with electrospray ionization: Discriminating between dyes with indistinguishable UV-visible absorption spectra"	2005	"Fiber dye identification; Forensic science; Liquid chromatography mass spectrometry; UV/visible detection"	"Journal of Forensic Sciences"	NA	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-18244402191&partnerID=40&md5=400d68ab2bdac71abf2723ea23c5fbc4"	2007
"THOMAS J; BUZZINI P; MASSONNET G; REEDY B; ROUX C"	"Raman spectroscopy and the forensic analysis of black/grey and blue cotton fibres: Part 1. Investigation of the effects of varying laser wavelength"	2005	"Blue cotton; Degradation; Fluorescence; Forensic fibre analysis; Laser wavelength; Raman spectroscopy; Reactive dye"	"Forensic Science International"	"10.1016/j.forsciint.2004.08.009"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-20544449149&doi=10.1016%2fj.forsciint.2004.08.009&partnerID=40&md5=5c2e35ef6f32afcfc5a8f8f3798de52d"	2007
"PETRICK LM; WILSON TA; FAWCETT WR"	"High-performance liquid chromatography-ultraviolet-visible spectroscopy-electrospray ionization mass spectrometry method for acrylic and polyester forensic fiber dye analysis"	2006	"Basic dyes; Disperse dyes; Fiber; Forensic science; High-performance liquid chromatography-mass spectrometry; Textile dye; Trace evidence"	"Journal of Forensic Sciences"	"10.1111/j.1556-4029.2006.00155.x"	"Conference Material"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745749364&doi=10.1111%2fj.1556-4029.2006.00155.x&partnerID=40&md5=86325b3747eb465ce71e9ca856858a4c"	2007
"FLYNN K; O'LEARY R; ROUX C; REEDY BJ"	"Forensic analysis of bicomponent fibers using infrared chemical imaging"	2006	"Bicomponent fibers; Chemical imaging; Forensic science; FTIR; Hyperspectral imaging; Infrared"	"Journal of Forensic Sciences"	"10.1111/j.1556-4029.2006.00116.x"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646716489&doi=10.1111%2fj.1556-4029.2006.00116.x&partnerID=40&md5=2c56898bb646f2b548269577c35ca249"	2007
