Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,ID,Document Type,Publication Stage,Access Type,Source,EID,Coder
"Woodall L.C., Gwinnett C., Packer M., Thompson R.C., Robinson L.F., Paterson G.L.J.",25937039800;56612054800;16316653700;35453492500;7202234116;56692996300;,Using a forensic science approach to minimize environmental contamination and to identify microfibres in marine sediments,2015,Marine Pollution Bulletin,95,1,,40,46,,105,10.1016/j.marpolbul.2015.04.044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933675528&doi=10.1016%2fj.marpolbul.2015.04.044&partnerID=40&md5=656cfc3ee28fc20e0918f4069c9ac3ee,"Department of Life Sciences, Natural History Museum, London, SW7 5BD, United Kingdom; Department of Forensic and Crime Science, Staffordshire University, Stoke-On-Trent, ST4 2DF, United Kingdom; School of Marine Science and Engineering, Plymouth University, Plymouth, Devon, PL4 8AA, United Kingdom; School of Earth Sciences, University of Bristol, Bristol, BS8 1RJ, United Kingdom","Woodall, L.C., Department of Life Sciences, Natural History Museum, London, SW7 5BD, United Kingdom; Gwinnett, C., Department of Forensic and Crime Science, Staffordshire University, Stoke-On-Trent, ST4 2DF, United Kingdom; Packer, M., Department of Life Sciences, Natural History Museum, London, SW7 5BD, United Kingdom; Thompson, R.C., School of Marine Science and Engineering, Plymouth University, Plymouth, Devon, PL4 8AA, United Kingdom; Robinson, L.F., School of Earth Sciences, University of Bristol, Bristol, BS8 1RJ, United Kingdom; Paterson, G.L.J., Department of Life Sciences, Natural History Museum, London, SW7 5BD, United Kingdom",Deep-sea; Microfibre; Microplastic; Pollution; Sediment,"Pollution; Sediments; Ships; Submarine geology; Water pollution; Control measures; Deep sea; Environmental contamination; Forensic science; Marine sediments; Microfibre; Microplastic; Research vessels; Marine pollution; acrylic acid copolymer; cellulose; copolymer; modacrylic acid; nanofiber; plastic; polyester; unclassified drug; plastic; water; water pollutant; deep-sea sediment; forensic science; plastic; pollution control; sediment pollution; Article; controlled study; environmental monitoring; forensic science; nylon fiber; prevalence; sea pollution; sediment; synthetic fiber; analysis; chemistry; forensic science; pollution; prevention and control; procedures; water pollutant; Environmental Monitoring; Environmental Pollution; Forensic Sciences; Geologic Sediments; Plastics; Water; Water Pollutants, Chemical",,Article,Final,Open Access,Scopus,2-s2.0-84933675528,2016
Martin N.M.,,Forensic Significance of Teal Colored Cashmere and Black Acrylic Fibers,2015,,,,,,,,,,https://digitalcommons.buffalostate.edu/cgi/viewcontent.cgi?article=1006&context=forensic_science_theses,,,,,,Thesis,,,,,2016
"Palmer R., Burnett E., Luff N., Wagner C., Stinga G., Carney C., Sheridan K.",55636317627;56526579400;56526949500;56526006500;57163509700;56526511200;56526564900;,The prevalence of two 'commonly' encountered synthetic target fibres within a large urban environment,2015,Science and Justice,55,2,,103,106,,5,10.1016/j.scijus.2015.01.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924045886&doi=10.1016%2fj.scijus.2015.01.001&partnerID=40&md5=d4bb94fcb247ec834a89e4c24066e9aa,"Northumbria University Centre for Forensic Science, Faculty of Health and Life Sciences, Northumbria University, Ellison Building, Newcastle Upon Tyne, United Kingdom","Palmer, R., Northumbria University Centre for Forensic Science, Faculty of Health and Life Sciences, Northumbria University, Ellison Building, Newcastle Upon Tyne, United Kingdom; Burnett, E., Northumbria University Centre for Forensic Science, Faculty of Health and Life Sciences, Northumbria University, Ellison Building, Newcastle Upon Tyne, United Kingdom; Luff, N., Northumbria University Centre for Forensic Science, Faculty of Health and Life Sciences, Northumbria University, Ellison Building, Newcastle Upon Tyne, United Kingdom; Wagner, C., Northumbria University Centre for Forensic Science, Faculty of Health and Life Sciences, Northumbria University, Ellison Building, Newcastle Upon Tyne, United Kingdom; Stinga, G., Northumbria University Centre for Forensic Science, Faculty of Health and Life Sciences, Northumbria University, Ellison Building, Newcastle Upon Tyne, United Kingdom; Carney, C., Northumbria University Centre for Forensic Science, Faculty of Health and Life Sciences, Northumbria University, Ellison Building, Newcastle Upon Tyne, United Kingdom; Sheridan, K., Northumbria University Centre for Forensic Science, Faculty of Health and Life Sciences, Northumbria University, Ellison Building, Newcastle Upon Tyne, United Kingdom",Bayesian framework; Discrimination; Evidence evaluation; Fibres; Instrumental analysis; Target fibre studies,acrylic acid; polyester; analytic method; Article; audiovisual equipment; clinical assessment; clothing; color; comparative study; controlled study; data base; forensic science; laboratory; nonhuman; population; prevalence; seat; social worker; stereomicroscopy; surface property; synthetic fiber; textile fiber; textile industry; ultraviolet spectrophotometry; urban area,,Article,Final,,Scopus,2-s2.0-84924045886,2016
"Lunstroot K., Ziernicki D., Vanden Driessche T.",15136212400;6506617042;55497349700;,A study of black fleece garments: Can fleece fibres be recognized and how variable are they?,2016,Science and Justice,56,3,,157,164,,4,10.1016/j.scijus.2015.12.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955619645&doi=10.1016%2fj.scijus.2015.12.006&partnerID=40&md5=43471031c9d6ad35e64b8f6b6fab8d72,"National Institute for Criminalistics and Criminology, Fibres and Textiles Laboratory, Vilvoordsesteennweg 100, Brussels, B-1120, Belgium","Lunstroot, K., National Institute for Criminalistics and Criminology, Fibres and Textiles Laboratory, Vilvoordsesteennweg 100, Brussels, B-1120, Belgium; Ziernicki, D., National Institute for Criminalistics and Criminology, Fibres and Textiles Laboratory, Vilvoordsesteennweg 100, Brussels, B-1120, Belgium; Vanden Driessche, T., National Institute for Criminalistics and Criminology, Fibres and Textiles Laboratory, Vilvoordsesteennweg 100, Brussels, B-1120, Belgium",Black polyester fibres; Fibre discrimination; Fleece garments; Forensic fibre investigation,polyamide; polyester; absorption spectroscopy; Article; bright field microscopy; fleece garment; fluorescence microscopy; infrared spectroscopy; microscopy; microspectrophotometry; polarized microscopy; surface property; textile,,Article,Final,,Scopus,2-s2.0-84955619645,2016
"Roux C., Robertson J., Palmer R.",,Persistence and Recovery,2013,Encyclopedia of Forensic Sciences,,,,117,123,,,10.1016/B978-0-12-382165-2.00090-8,https://www.sciencedirect.com/science/article/pii/B9780123821652000908,"University of Technology, Sydney, NSW, Australia; University of Canberra, Canberra, ACT, Australia; Northumbria University, Newcastle Upon Tyne, UK","Roux, C., University of Technology, Sydney, NSW, Australia; Robertson, J., University of Canberra, Canberra, ACT, Australia; Palmer, R.,Northumbria University, Newcastle Upon Tyne, UK",Fiber recovery; FibersPersistence; Scraping; Taping; Trace evidence; Vacuuming,,,Book,,,,,2016
"Schotman T.G., van der Weerd J.",56681105900;6603650278;,"On the recovery of fibres by tape lifts, tape scanning, and manual isolation",2015,Science and Justice,55,6,,415,421,,5,10.1016/j.scijus.2015.05.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930892670&doi=10.1016%2fj.scijus.2015.05.007&partnerID=40&md5=52af5a694a34422f19519ab828281e6a,"Netherlands Forensic Institute, Department of Microtraces, P.O. Box 24044, The Hague, 2490AA, Netherlands","Schotman, T.G., Netherlands Forensic Institute, Department of Microtraces, P.O. Box 24044, The Hague, 2490AA, Netherlands; van der Weerd, J., Netherlands Forensic Institute, Department of Microtraces, P.O. Box 24044, The Hague, 2490AA, Netherlands",Fibres; Isolation; Tape lift; Tape scanning; Taping; Trace recovery,polyester; analytic method; Article; cotton; fluorescence; fractionation; tape lifting; textile,,Article,Final,,Scopus,2-s2.0-84930892670,2016
van der Weerd J.,,Combined recovery of fibres and DNA,2015,"Proceedings of the 23rd ENFSI Textile & Hair Group Meeting, Newcastle",,,,,,,,,,,,,,,Proceedings,,,,,2016
"Keutenius E., O'Keeffe P., Allen K.",55432923900;55433061100;55432775300;,The recovery of fibres from non-textile items using a static charge,2013,Science and Justice,53,2,,171,177,,3,10.1016/j.scijus.2012.10.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876730163&doi=10.1016%2fj.scijus.2012.10.003&partnerID=40&md5=4b8e9adf8bd58640a19bd95fc4a929a1,"University of Strathclyde, Glasgow, United Kingdom; Forensic Science Service, United Kingdom","Keutenius, E., University of Strathclyde, Glasgow, United Kingdom; O'Keeffe, P., Forensic Science Service, United Kingdom; Allen, K., Forensic Science Service, United Kingdom",Fibre recovery; Static,plastic; analytic method; article; forensic science; humidity; laboratory; paper; product recovery; standard; static electricity; textile fiber; weapon,,Article,Final,,Scopus,2-s2.0-84876730163,2016
"Bowen A., Stoney D.",55621825700;6701362372;,A New Method for the Removal and Analysis of Small Particles Adhering to Carpet Fiber Surfaces,2013,Journal of Forensic Sciences,58,3,,789,796,,4,10.1111/1556-4029.12071,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876717162&doi=10.1111%2f1556-4029.12071&partnerID=40&md5=7ca0f633cf5fd8136b4609b90cbc442d,"Stoney Forensic, Inc., 14101 Willard Road, Suite G, Chantilly, VA, United States; U.S. Postal Inspection Service, National Forensic Laboratory, 22433 Randolph Drive, Dulles, VA, United States","Bowen, A., Stoney Forensic, Inc., 14101 Willard Road, Suite G, Chantilly, VA, United States, U.S. Postal Inspection Service, National Forensic Laboratory, 22433 Randolph Drive, Dulles, VA, United States; Stoney, D., Stoney Forensic, Inc., 14101 Willard Road, Suite G, Chantilly, VA, United States",Dust; Fibers; Forensic sciences; Particle combination analysis; Scanning electron microscopy; Trace evidence,,,Article,Final,,Scopus,2-s2.0-84876717162,2016
"Stoney D.A., Neumann C., Mooney K.E., Wyatt J.M., Stoney P.L.",6701362372;15623596500;7007133399;36804489600;56600363200;,Exploitation of very small particles to enhance the probative value of carpet fibers,2015,Forensic Science International,252,,,52,68,,8,10.1016/j.forsciint.2015.04.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928743079&doi=10.1016%2fj.forsciint.2015.04.003&partnerID=40&md5=d7dcb4220058eb118ab7170f247b9744,"Stoney Forensic, Inc., 14101-G Willard Road, Chantilly, VA  20151-2934, United States; Two N's Forensics, Inc., Brookings, SD  57006-4649, United States; South Dakota State University, Department of Mathematics and Statistics, Brookings, SD  57007, United States; Defense Forensic Science Center, Chemistry and Firearms Branch, 4930 N 31st Street, Forest Park, GA  30297-5205, United States","Stoney, D.A., Stoney Forensic, Inc., 14101-G Willard Road, Chantilly, VA  20151-2934, United States; Neumann, C., Two N's Forensics, Inc., Brookings, SD  57006-4649, United States, South Dakota State University, Department of Mathematics and Statistics, Brookings, SD  57007, United States; Mooney, K.E., Defense Forensic Science Center, Chemistry and Firearms Branch, 4930 N 31st Street, Forest Park, GA  30297-5205, United States; Wyatt, J.M., Defense Forensic Science Center, Chemistry and Firearms Branch, 4930 N 31st Street, Forest Park, GA  30297-5205, United States; Stoney, P.L., Stoney Forensic, Inc., 14101-G Willard Road, Chantilly, VA  20151-2934, United States",Carpet fibers; Classifiers; Probative value; SEM/EDS analysis; Trace evidence; Very small particles,Article; carpet fiber; classification; energy dispersive spectroscopy; forensic science; histogram; legal evidence; mathematical computing; physical parameters; priority journal; probability; product recovery; quantitative analysis; reference value; scanning electron microscopy; spectroscopy; textile fiber; very small particle,,Article,Final,,Scopus,2-s2.0-84928743079,2016
"Stoney D.A., Bowen A.M., Stoney P.L.",6701362372;55621825700;56600363200;,Utilization of environmentally acquired very small particles as a means of association,2015,Forensic Science International,254,,,26,50,,6,10.1016/j.forsciint.2015.06.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937042974&doi=10.1016%2fj.forsciint.2015.06.002&partnerID=40&md5=dc2f45bd2a337ef5e4846dbe2c59a877,"Stoney Forensic Inc., 14101-G Willard Road, Chantilly, VA  20151-2934, United States; U.S. Postal Inspection Service, 22433 Randolph Drive, Dulles, VA  20104, United States","Stoney, D.A., Stoney Forensic Inc., 14101-G Willard Road, Chantilly, VA  20151-2934, United States; Bowen, A.M., Stoney Forensic Inc., 14101-G Willard Road, Chantilly, VA  20151-2934, United States, U.S. Postal Inspection Service, 22433 Randolph Drive, Dulles, VA  20104, United States; Stoney, P.L., Stoney Forensic Inc., 14101-G Willard Road, Chantilly, VA  20151-2934, United States",Association; Carpet fibers; EDS analysis; SEM analysis; Trace evidence; Very small particles,aluminum; barium; bismuth; bromine; calcium; chlorine; chromium; copper nanoparticle; gold nanoparticle; iron nanoparticle; lanthanum; lead; magnesium; manganese; nanoparticle; nickel nanoparticle; nylon; polyester; silicon; silver nanoparticle; sodium; sulfur; target particle type; tin; titanium; tungsten; unclassified drug; unindexed drug; very small particle; zinc; zirconium; Article; carpet; computer analysis; controlled study; energy dispersive spectroscopy; forensic identification; legal evidence; limit of detection; nanoanalysis; nanofiltration; particle size; priority journal; quantitative analysis; scanning electron microscopy; spectroscopy; surface property; textile fiber,,Article,Final,,Scopus,2-s2.0-84937042974,2016
"Farah S., Kunduru K.R., Tsach T., Bentolila A., Domb A.J.",54796502600;55918815700;6508141599;6601962482;35519098900;,Forensic comparison of synthetic fibers,2015,Polymers for Advanced Technologies,26,7,,785,796,,9,10.1002/pat.3540,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931957935&doi=10.1002%2fpat.3540&partnerID=40&md5=13ce11e3fc57262222ab3b3adc9eb04e,"Institute of Drug Research, School of Pharmacy, Faculty of Medicine, Center for Nanoscience and Nanotechnology and The Alex Grass Center for Drug Design and Synthesis, The Hebrew University of Jerusalem, Jerusalem, 91120, Israel; Division of Identification and Forensic Sciences (DIFS), Israel Police, Jerusalem, Israel","Farah, S., Institute of Drug Research, School of Pharmacy, Faculty of Medicine, Center for Nanoscience and Nanotechnology and The Alex Grass Center for Drug Design and Synthesis, The Hebrew University of Jerusalem, Jerusalem, 91120, Israel; Kunduru, K.R., Institute of Drug Research, School of Pharmacy, Faculty of Medicine, Center for Nanoscience and Nanotechnology and The Alex Grass Center for Drug Design and Synthesis, The Hebrew University of Jerusalem, Jerusalem, 91120, Israel; Tsach, T., Division of Identification and Forensic Sciences (DIFS), Israel Police, Jerusalem, Israel; Bentolila, A., Division of Identification and Forensic Sciences (DIFS), Israel Police, Jerusalem, Israel; Domb, A.J., Institute of Drug Research, School of Pharmacy, Faculty of Medicine, Center for Nanoscience and Nanotechnology and The Alex Grass Center for Drug Design and Synthesis, The Hebrew University of Jerusalem, Jerusalem, 91120, Israel, Division of Identification and Forensic Sciences (DIFS), Israel Police, Jerusalem, Israel",Fiber analysis; Fibers forensic comparison; Forensic science; Synthetic fibers; Trace evidence,Mass spectrometry; Polymers; Synthetic fibers; Analytical method; Criminal investigation; Different origins; Forensic analysis; Forensic examinations; Forensic science; Professional analysis; Trace evidences; Fibers,,Review,Final,,Scopus,2-s2.0-84931957935,2016
"Farah S., Tsach T., Bentolila A., Domb A.J.",54796502600;6508141599;6601962482;35519098900;,"Morphological, spectral and chromatography analysis and forensic comparison of PET fibers",2014,Talanta,123,,,54,62,,11,10.1016/j.talanta.2014.01.041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894310857&doi=10.1016%2fj.talanta.2014.01.041&partnerID=40&md5=57ed72a2ee56484c120415af8f40398d,"Institute of Drug Research, School of Pharmacy-Faculty of Medicine, Hebrew University of Jerusalem, 91120 Jerusalem, Israel; Division of Identification and Forensic Sciences (DIFS), Israel Police, Jerusalem, Israel","Farah, S., Institute of Drug Research, School of Pharmacy-Faculty of Medicine, Hebrew University of Jerusalem, 91120 Jerusalem, Israel; Tsach, T., Division of Identification and Forensic Sciences (DIFS), Israel Police, Jerusalem, Israel; Bentolila, A., Division of Identification and Forensic Sciences (DIFS), Israel Police, Jerusalem, Israel; Domb, A.J., Institute of Drug Research, School of Pharmacy-Faculty of Medicine, Hebrew University of Jerusalem, 91120 Jerusalem, Israel, Division of Identification and Forensic Sciences (DIFS), Israel Police, Jerusalem, Israel",Fiber analysis; Fiber forensic comparison; GPC analysis; Poly(ethylene terephthalate),"Chlorine compounds; Ethylene; Forensic science; Gel permeation chromatography; Molecular imaging; Molecular weight; Polyethylene terephthalates; Average molecular weight; Fiber concentration; Gel permeation chromatography (GPC); GPC analysis; Hexafluoroisopropanol; Molecular analysis; Poly(ethylene terephthalate) (PET); Polymer molecular weight; Fibers; chloroform; hexafluoro 2 propanol; macrogol derivative; plastic; polyethylene terephthalate; polymer; propanol; analysis; atomic force microscopy; chemistry; chromatography; comparative study; forensic science; gel chromatography; heat; mass spectrometry; molecular weight; phase contrast microscopy; procedures; proton nuclear magnetic resonance; scanning electron microscopy; spectroscopy; textile; Chloroform; Chromatography; Chromatography, Gel; Forensic Sciences; Hot Temperature; Microscopy, Atomic Force; Microscopy, Electron, Scanning; Microscopy, Interference; Molecular Weight; Plastics; Polyethylene Glycols; Polymers; Propanols; Proton Magnetic Resonance Spectroscopy; Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization; Spectrum Analysis; Textiles",,Article,Final,,Scopus,2-s2.0-84894310857,2016
"Meleiro P.P., Garciá-Ruiz C.",57105796800;35271820400;,Spectroscopic techniques for the forensic analysis of textile fibers,2016,Applied Spectroscopy Reviews,51,4,,258,281,,13,10.1080/05704928.2015.1132720,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957652182&doi=10.1080%2f05704928.2015.1132720&partnerID=40&md5=5820c832e83107e3023c96a8a7693e87,"Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering, University of Alcalá, Multipurpose Building of Chemistry, Ctra. Madrid-Barcelona km 33.600, Alcala de Henares (Madrid), 28871, Spain; University Institute of Research in Police Sciences (IUICP), University of Alcalá, Alcalá de Henares (Madrid), Spain","Meleiro, P.P., Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering, University of Alcalá, Multipurpose Building of Chemistry, Ctra. Madrid-Barcelona km 33.600, Alcala de Henares (Madrid), 28871, Spain, University Institute of Research in Police Sciences (IUICP), University of Alcalá, Alcalá de Henares (Madrid), Spain; Garciá-Ruiz, C., Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering, University of Alcalá, Multipurpose Building of Chemistry, Ctra. Madrid-Barcelona km 33.600, Alcala de Henares (Madrid), 28871, Spain, University Institute of Research in Police Sciences (IUICP), University of Alcalá, Alcalá de Henares (Madrid), Spain",cotton; FTIR spectroscopy; infrared chemical imaging spectroscopy; polyester; Raman spectroscopy; textile fiber; UV-Vis microspectrophotometry; wool; X-ray fluorescence spectroscopy,Chemical analysis; Cotton; Fibers; Fluorescence; Fluorescence spectroscopy; Polyesters; Raman spectroscopy; Spectroscopic analysis; Spectrum analysis; Textile fibers; Textiles; Wool; Complementary techniques; Comprehensive analysis; FTIR spectroscopy; Infrared chemical imaging; Microspectrophotometry; Raman and FTIR spectroscopy; Spectroscopic technique; X ray fluorescence spectroscopy; Fourier transform infrared spectroscopy,,Article,Final,,Scopus,2-s2.0-84957652182,2016
"Martin P.C., Eyring M.B.",56236856300;6506043383;,Microspectrophotometry,2014,Experimental Methods in the Physical Sciences,46,,,489,517,,3,10.1016/B978-0-12-386022-4.00013-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903490214&doi=10.1016%2fB978-0-12-386022-4.00013-3&partnerID=40&md5=372cb53405bd5349a41ac620047c5c1c,"CRAIC Technologies, San Dimas, CA, United States; Micro Forensics, Ltd., Phoenix, AZ, United States; Arizona Department of Public Safety Crime Laboratory, Phoenix, AZ, United States","Martin, P.C., CRAIC Technologies, San Dimas, CA, United States; Eyring, M.B., Micro Forensics, Ltd., Phoenix, AZ, United States, Arizona Department of Public Safety Crime Laboratory, Phoenix, AZ, United States",Fiber; Fluorescence; Forensics; Paint; Reflectance; Transmittance,,,Book Chapter,Final,,Scopus,2-s2.0-84903490214,2016
"Was-Gubala J., Starczak R.",6602268152;56524573600;,UV-Vis microspectrophotometry as a method of differentiation between cotton fibre evidence coloured with reactive dyes,2015,Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy,142,,,118,125,,14,10.1016/j.saa.2015.01.116,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923222036&doi=10.1016%2fj.saa.2015.01.116&partnerID=40&md5=de7b6b00e1001bea604023821cd5ca20,"Institute of Forensic Research, Department of Criminalistics, Westerplatte 9, Krakow, 31-033, Poland; Jagiellonian University, Department of Analytical Chemistry, Ingardena 3, Krakow, 30-060, Poland","Was-Gubala, J., Institute of Forensic Research, Department of Criminalistics, Westerplatte 9, Krakow, 31-033, Poland; Starczak, R., Institute of Forensic Research, Department of Criminalistics, Westerplatte 9, Krakow, 31-033, Poland, Jagiellonian University, Department of Analytical Chemistry, Ingardena 3, Krakow, 30-060, Poland",CIEL?CIEL?a?b; Colour measurement; Cotton fibre; Forensic; MSP UV-Vis; Reactive dyes,"Color; Cotton fabrics; Cotton fibers; Fibers; Weaving; Absorbance measurements; Colour measurement; Forensic; Microspectrophotometry; MSP UV-Vis; Reactive dyes; Transmission mode; Woven cotton fabrics; Cotton; coloring agent; color; cotton; evaluation study; limit of detection; microspectrophotometry; procedures; ultraviolet spectrophotometry; Color; Coloring Agents; Cotton Fiber; Limit of Detection; Microspectrophotometry; Spectrophotometry, Ultraviolet",,Article,Final,,Scopus,2-s2.0-84923222036,2016
"de Wael K., van Dijck K., Gason F.",23491995600;56695098800;14038614100;,Discrimination of reactively-dyed cotton fibres with thin layer chromatography and UV microspectrophotometry,2015,Science and Justice,55,6,,422,430,,6,10.1016/j.scijus.2015.06.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932105391&doi=10.1016%2fj.scijus.2015.06.001&partnerID=40&md5=d402b777f2973ddc1243971060969ad7,"Nationaal Instituut voor Criminalistiek en Criminologie, Vilvoordsesteenweg 100, Brussel, B-1120, Belgium","de Wael, K., Nationaal Instituut voor Criminalistiek en Criminologie, Vilvoordsesteenweg 100, Brussel, B-1120, Belgium; van Dijck, K., Nationaal Instituut voor Criminalistiek en Criminologie, Vilvoordsesteenweg 100, Brussel, B-1120, Belgium; Gason, F., Nationaal Instituut voor Criminalistiek en Criminologie, Vilvoordsesteenweg 100, Brussel, B-1120, Belgium",Discriminating power; Enzymatic digestion; Forensic fibre examination; Microspectrophotometry; Optical microscopy; Thin layer chromatography,dye; absorption spectroscopy; Article; cotton; high performance thin layer chromatography; microscopy; microspectrophotometry; thin layer chromatography; ultraviolet radiation,,Article,Final,,Scopus,2-s2.0-84932105391,2016
"Was-Gubala J., Starczak R.",6602268152;56524573600;,Nondestructive identification of dye mixtures in polyester and cotton fibers using Raman spectroscopy and ultraviolet-visible (UV-Vis) microspectrophotometry,2015,Applied Spectroscopy,69,2,,296,303,,14,10.1366/14-07567,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929092327&doi=10.1366%2f14-07567&partnerID=40&md5=d9b697f79af1892c584cccaa7f080304,"Institute of Forensic Research, Criminalistics Department, Westerplatte 9, Krakow, 31-033, Poland; Jagiellonian University, Department of Analytical Chemistry, Ingardena 3, Krakow, 30-060, Poland","Was-Gubala, J., Institute of Forensic Research, Criminalistics Department, Westerplatte 9, Krakow, 31-033, Poland; Starczak, R., Jagiellonian University, Department of Analytical Chemistry, Ingardena 3, Krakow, 30-060, Poland",,Binary mixtures; Cotton; Cotton fibers; Fibers; Infrared devices; Mixtures; Polyesters; Raman spectroscopy; Spectroscopic analysis; Discriminatory analysis; Excitation sources; Limited capacity; Mass concentration; Microspectrophotometry; Nondestructive identification; Spectroscopic method; Visible and ultraviolet; Synthetic textile fibers; Cotton; Fibers; Polyesters; Raman Spectroscopy,,Article,Final,,Scopus,2-s2.0-84929092327,2016
"Starczak R., Was-Guba?a J.",56524573600;6602268152;,UV-Vis microspectrophotometric study of wool and polyamide fibres dyed with analogous gryfalan dyes,2016,Dyes and Pigments,132,,,58,63,,6,10.1016/j.dyepig.2016.04.041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974625373&doi=10.1016%2fj.dyepig.2016.04.041&partnerID=40&md5=fcc37d714df943a267cae9faf4e557fc,"Jagiellonian University, Department of Analytical Chemistry, Ingardena 3, Krakow, 30-060, Poland; Institute of Forensic Research, Department of Criminalistics, Westerplatte 9, Krakow, 31-033, Poland","Starczak, R., Jagiellonian University, Department of Analytical Chemistry, Ingardena 3, Krakow, 30-060, Poland; Was-Guba?a, J., Institute of Forensic Research, Department of Criminalistics, Westerplatte 9, Krakow, 31-033, Poland",Forensic science; Gryfalan dyes; Microspectrophotometry; Polyamide; Textile; Wool,Metal complexes; Polyamides; Textiles; Wool; Yarn; Absorbance spectrum; Chemometric treatment; Craic technologies; Forensic science; Gryfalan dyes; Microspectrophotometers; Microspectrophotometry; Polyamide fibres; Fibers,,Article,Final,,Scopus,2-s2.0-84974625373,2016
"Mujumdar N., Heider E.C., Campiglia A.D.",,Enhancing Textile Fiber Identification with Detergent Fluorescence,2015,Applied Spectroscopy,,69,12,1390,1396,,,10.1366/15-07992,,"Mujumdar, N., Univ Cent Florida, Dept Chem, Orlando, FL 32816 USA; Heider, E.C., Univ Cent Florida, Dept Chem, Orlando, FL 32816 USA; Campiglia, A.D., Univ Cent Florida, Dept Chem, Orlando, FL 32816 USA","Univ Cent Florida, Dept Chem, Orlando, FL 32816 USA",Fiber analysis; Fluorescence microscopy; Principal component cluster analysis,,IONIZATION MASS-SPECTROMETRY; FORENSIC ANALYSIS; WHITENING AGENTS; SPECTROSCOPY; POLYESTER,Article,,,Web of Science,,2016
"Appalaneni K., Heider E.C., Moore A.F.T., Campiglia A.D.",56273044000;57190341326;55246145900;7003458477;,Single fiber identification with nondestructive excitation-emission spectral cluster analysis,2014,Analytical Chemistry,86,14,,6774,6780,,9,10.1021/ac500021h,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904278698&doi=10.1021%2fac500021h&partnerID=40&md5=376a0af69c2638cf84a8da71dc05ec14,"Department of Chemistry, University of Central Florida, P.O. Box 25000, Orlando, FL 32816-2366, United States; National Center for Forensic Science, University of Central Florida, 12354 Research Parkway, Orlando, FL 32826, United States","Appalaneni, K., Department of Chemistry, University of Central Florida, P.O. Box 25000, Orlando, FL 32816-2366, United States; Heider, E.C., Department of Chemistry, University of Central Florida, P.O. Box 25000, Orlando, FL 32816-2366, United States; Moore, A.F.T., Department of Chemistry, University of Central Florida, P.O. Box 25000, Orlando, FL 32816-2366, United States; Campiglia, A.D., Department of Chemistry, University of Central Florida, P.O. Box 25000, Orlando, FL 32816-2366, United States, National Center for Forensic Science, University of Central Florida, 12354 Research Parkway, Orlando, FL 32826, United States",,Cluster analysis; Extraction; Principal component analysis; Extraction method; False-positive identifications; Fiber identifications; Figure of merits; Forensic applications; Identification method; Nondestructive methods; Three-dimensional matrix; Fibers,,Article,Final,,Scopus,2-s2.0-84904278698,2016
