Title	ACRYLIC	ANALYSIS	BAYESIAN APPROACH	BLOOD	CAPILLARY ELECTROPHORESIS (CE)	CLOTHING	COLOUR	COMPARISON	COTTON	CRIMINALISTIC	DATABASE	DEGRADATION	DICHROISM	DISPERSE DYES	DYE	EVIDENTIAL VALUE	FIBRE	FIBRE ANALYSIS	FIBRE EVIDENCE	FIBRE EXAMINATION	FIBRE IDENTIFICATION	FIBRE RECOVERY	FIBRE TRANSFER	FINGERPRINTS	FLUORESCENCE	FORENSIC ANALYSIS	FORENSIC SCIENCE	FOURIER-TRANSFORM INFRARED SPECTROSCOPY (FT-IR)	FREQUENCY	GAS CHROMATOGRAPHY–MASS SPECTROMETRY (GC–MS)	HAIR	HOLLOW-FIBRE LIQUID-PHASE MICROEXTRACTION (HF-LPME)	IDENTIFICATION	INFRARED	INFRARED SPECTROSCOPY (IR)	INK	INTERPRETATION	LIKELIHOOD RATIO	MASS SPECTROMETRY (MS)	MICROSCOPY	MICROSPECTROPHOTOMETRY (MSP)	PAINT	PERSISTENCE	PIGMENTS	POLARIZED LIGHT MICROSCOPY	POLYESTER	PRINCIPAL COMPONENT ANALYSIS (PCA)	RAMAN	REACTIVE DYE	RECOVERY	SCANNING ELECTRON MICROSCOPY (SEM)	SINGLE FIBRE	SOIL	SPECTROPHOTOMETRY	SPECTROSCOPY	STATISTICS	SYNTHETIC FIBRE	TARGET FIBRE STUDY	TEXTILE	TEXTILE FIBRE	THIN-LAYER CHROMATOGRAPHY (TLC)	TRACE EVIDENCE	TRANSFER	URINE	VISCOSE	WOOL
MORPHOLOGICAL CHANGES IN TEXTILE FIBRES EXPOSED TO ENVIRONMENTAL STRESSES: ATOMIC FORCE MICROSCOPIC EXAMINATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MORPHOLOGICAL CHANGES IN TEXTILE FIBRES EXPOSED TO ENVIRONMENTAL STRESSES: ATOMIC FORCE MICROSCOPIC EXAMINATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MORPHOLOGICAL CHANGES IN TEXTILE FIBRES EXPOSED TO ENVIRONMENTAL STRESSES: ATOMIC FORCE MICROSCOPIC EXAMINATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MORPHOLOGICAL CHANGES IN TEXTILE FIBRES EXPOSED TO ENVIRONMENTAL STRESSES: ATOMIC FORCE MICROSCOPIC EXAMINATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MORPHOLOGICAL CHANGES IN TEXTILE FIBRES EXPOSED TO ENVIRONMENTAL STRESSES: ATOMIC FORCE MICROSCOPIC EXAMINATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MORPHOLOGICAL CHANGES IN TRAUMATIZED SKELETAL MUSCLE: THE APPEARANCE OF 'OPAQUE FIBERS' OF CERVICAL MUSCLES AS EVIDENCE OF COMPRESSION TO THE NECK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MORPHOLOGICAL CHANGES IN TRAUMATIZED SKELETAL MUSCLE: THE APPEARANCE OF 'OPAQUE FIBERS' OF CERVICAL MUSCLES AS EVIDENCE OF COMPRESSION TO THE NECK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MORPHOLOGICAL CHANGES IN TRAUMATIZED SKELETAL MUSCLE: THE APPEARANCE OF 'OPAQUE FIBERS' OF CERVICAL MUSCLES AS EVIDENCE OF COMPRESSION TO THE NECK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MORPHOLOGICAL CHANGES IN TRAUMATIZED SKELETAL MUSCLE: THE APPEARANCE OF 'OPAQUE FIBERS' OF CERVICAL MUSCLES AS EVIDENCE OF COMPRESSION TO THE NECK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOVEMENT OF FIBRES BETWEEN WORKING AREAS AS A RESULT OF ROUTINE EXAMINATION OF GARMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOVEMENT OF FIBRES BETWEEN WORKING AREAS AS A RESULT OF ROUTINE EXAMINATION OF GARMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANOMANIPULATION-COUPLED NANOSPRAY MASS SPECTROMETRY APPLIED TO THE EXTRACTION AND ANALYSIS OF TRACE ANALYTES FOUND ON FIBERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANOMANIPULATION-COUPLED NANOSPRAY MASS SPECTROMETRY APPLIED TO THE EXTRACTION AND ANALYSIS OF TRACE ANALYTES FOUND ON FIBERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANOMANIPULATION-COUPLED NANOSPRAY MASS SPECTROMETRY APPLIED TO THE EXTRACTION AND ANALYSIS OF TRACE ANALYTES FOUND ON FIBERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANOMANIPULATION-COUPLED NANOSPRAY MASS SPECTROMETRY APPLIED TO THE EXTRACTION AND ANALYSIS OF TRACE ANALYTES FOUND ON FIBERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANOMANIPULATION-COUPLED NANOSPRAY MASS SPECTROMETRY APPLIED TO THE EXTRACTION AND ANALYSIS OF TRACE ANALYTES FOUND ON FIBERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANOMANIPULATION-COUPLED NANOSPRAY MASS SPECTROMETRY APPLIED TO THE EXTRACTION AND ANALYSIS OF TRACE ANALYTES FOUND ON FIBERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW MAN-MADE FIBRES UNDER THE MICROSCOPE - LYOCELL FIBRES AND NYLON 6 BLOCK CO-POLYMERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW MAN-MADE FIBRES UNDER THE MICROSCOPE - LYOCELL FIBRES AND NYLON 6 BLOCK CO-POLYMERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW MAN-MADE FIBRES UNDER THE MICROSCOPE - LYOCELL FIBRES AND NYLON 6 BLOCK CO-POLYMERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW MAN-MADE FIBRES UNDER THE MICROSCOPE - LYOCELL FIBRES AND NYLON 6 BLOCK CO-POLYMERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW MAN-MADE FIBRES UNDER THE MICROSCOPE - LYOCELL FIBRES AND NYLON 6 BLOCK CO-POLYMERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW MAN-MADE FIBRES UNDER THE MICROSCOPE - LYOCELL FIBRES AND NYLON 6 BLOCK CO-POLYMERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW MAN-MADE FIBRES UNDER THE MICROSCOPE - LYOCELL FIBRES AND NYLON 6 BLOCK CO-POLYMERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW MAN-MADE FIBRES UNDER THE MICROSCOPE - LYOCELL FIBRES AND NYLON 6 BLOCK CO-POLYMERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW MAN-MADE FIBRES UNDER THE MICROSCOPE - LYOCELL FIBRES AND NYLON 6 BLOCK CO-POLYMERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW MAN-MADE FIBRES UNDER THE MICROSCOPE - LYOCELL FIBRES AND NYLON 6 BLOCK CO-POLYMERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW MAN-MADE FIBRES UNDER THE MICROSCOPE - LYOCELL FIBRES AND NYLON 6 BLOCK CO-POLYMERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW MAN-MADE FIBRES UNDER THE MICROSCOPE - LYOCELL FIBRES AND NYLON 6 BLOCK CO-POLYMERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW MAN-MADE FIBRES UNDER THE MICROSCOPE - LYOCELL FIBRES AND NYLON 6 BLOCK CO-POLYMERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW MAN-MADE FIBRES UNDER THE MICROSCOPE - LYOCELL FIBRES AND NYLON 6 BLOCK CO-POLYMERS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONDESTRUCTIVE DIFFERENTIATION OF POLYESTER SINGLE WHITE FIBERS USING SYNCHROTRON RADIATION MICROBEAM X-RAY FLUORESCENCE SPECTROMETRY WITH VERTICAL FOCUSING*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONDESTRUCTIVE DIFFERENTIATION OF POLYESTER SINGLE WHITE FIBERS USING SYNCHROTRON RADIATION MICROBEAM X-RAY FLUORESCENCE SPECTROMETRY WITH VERTICAL FOCUSING*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONDESTRUCTIVE DIFFERENTIATION OF POLYESTER SINGLE WHITE FIBERS USING SYNCHROTRON RADIATION MICROBEAM X-RAY FLUORESCENCE SPECTROMETRY WITH VERTICAL FOCUSING*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONDESTRUCTIVE DIFFERENTIATION OF POLYESTER SINGLE WHITE FIBERS USING SYNCHROTRON RADIATION MICROBEAM X-RAY FLUORESCENCE SPECTROMETRY WITH VERTICAL FOCUSING*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONDESTRUCTIVE DIFFERENTIATION OF POLYESTER SINGLE WHITE FIBERS USING SYNCHROTRON RADIATION MICROBEAM X-RAY FLUORESCENCE SPECTROMETRY WITH VERTICAL FOCUSING*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONDESTRUCTIVE DIFFERENTIATION OF POLYESTER SINGLE WHITE FIBERS USING SYNCHROTRON RADIATION MICROBEAM X-RAY FLUORESCENCE SPECTROMETRY WITH VERTICAL FOCUSING*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONDESTRUCTIVE DIFFERENTIATION OF POLYESTER SINGLE WHITE FIBERS USING SYNCHROTRON RADIATION MICROBEAM X-RAY FLUORESCENCE SPECTROMETRY WITH VERTICAL FOCUSING*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONDESTRUCTIVE DIFFERENTIATION OF POLYESTER SINGLE WHITE FIBERS USING SYNCHROTRON RADIATION MICROBEAM X-RAY FLUORESCENCE SPECTROMETRY WITH VERTICAL FOCUSING*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOTE ON FABRIC MARKS IN MOTOR VEHICLE COLLISIONS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOTE ON FABRIC MARKS IN MOTOR VEHICLE COLLISIONS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOTE ON FABRIC MARKS IN MOTOR VEHICLE COLLISIONS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOTE ON FABRIC MARKS IN MOTOR VEHICLE COLLISIONS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOTE ON FABRIC MARKS IN MOTOR VEHICLE COLLISIONS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOTE ON FABRIC MARKS IN MOTOR VEHICLE COLLISIONS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OBSERVATIONS ON REDISTRIBUTION OF TEXTILE FIBRES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OBSERVATIONS ON REDISTRIBUTION OF TEXTILE FIBRES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OBSERVATIONS ON REDISTRIBUTION OF TEXTILE FIBRES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OBTAINING ABSORPTION SPECTRA FROM SINGLE TEXTILE FIBERS USING A LIQUID CRYSTAL TUNABLE FILTER MICROSPECTROPHOTOMETER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OBTAINING ABSORPTION SPECTRA FROM SINGLE TEXTILE FIBERS USING A LIQUID CRYSTAL TUNABLE FILTER MICROSPECTROPHOTOMETER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OBTAINING ABSORPTION SPECTRA FROM SINGLE TEXTILE FIBERS USING A LIQUID CRYSTAL TUNABLE FILTER MICROSPECTROPHOTOMETER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OBTAINING ABSORPTION SPECTRA FROM SINGLE TEXTILE FIBERS USING A LIQUID CRYSTAL TUNABLE FILTER MICROSPECTROPHOTOMETER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OBTAINING ABSORPTION SPECTRA FROM SINGLE TEXTILE FIBERS USING A LIQUID CRYSTAL TUNABLE FILTER MICROSPECTROPHOTOMETER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ON THE POTENTIAL OF RAMAN MICROSCOPY FOR THE FORENSIC ANALYSIS OF COLOURED TEXTILE FIBRES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ON THE POTENTIAL OF RAMAN MICROSCOPY FOR THE FORENSIC ANALYSIS OF COLOURED TEXTILE FIBRES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ON THE POTENTIAL OF RAMAN MICROSCOPY FOR THE FORENSIC ANALYSIS OF COLOURED TEXTILE FIBRES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ON THE POTENTIAL OF RAMAN MICROSCOPY FOR THE FORENSIC ANALYSIS OF COLOURED TEXTILE FIBRES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ON THE POTENTIAL OF RAMAN MICROSCOPY FOR THE FORENSIC ANALYSIS OF COLOURED TEXTILE FIBRES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ON THE POTENTIAL OF RAMAN MICROSCOPY FOR THE FORENSIC ANALYSIS OF COLOURED TEXTILE FIBRES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ON THE RECOVERY OF FIBRES BY TAPE LIFTS, TAPE SCANNING, AND MANUAL ISOLATION"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ON THE RECOVERY OF FIBRES BY TAPE LIFTS, TAPE SCANNING, AND MANUAL ISOLATION"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ON THE RECOVERY OF FIBRES BY TAPE LIFTS, TAPE SCANNING, AND MANUAL ISOLATION"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ON THE RECOVERY OF FIBRES BY TAPE LIFTS, TAPE SCANNING, AND MANUAL ISOLATION"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ON THE RECOVERY OF FIBRES BY TAPE LIFTS, TAPE SCANNING, AND MANUAL ISOLATION"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
